YO.dat

 -0.774, -1.539, -0.535,  0.846,  1.280, -0.064, -0.689, -0.826, -0.387,
  2.108,  1.780,  1.409,  1.617,  1.545,  0.564,  0.610,  0.731, -0.761,
  0.806,  1.068,  0.155,  2.303,  0.202,  1.819,  1.222,  0.541,  0.207,
 -0.270, -0.493, -0.045,  0.247, -0.805,  0.632, -0.062,  0.530, -0.136,
 -0.269, -0.609,  0.126, -1.647, -0.707, -1.557, -0.018,  1.077,  0.649,
  0.971,  0.657,  0.685,  0.002,  0.344,  0.046,  0.729,  0.258, -1.009,
 -0.342,  0.163, -0.365,  0.465,  0.071,  1.578, -0.421, -0.675,  0.712,
 -0.476, -1.957, -1.223,  0.064,  0.940,  0.102, -1.475, -1.141, -0.356,
 -0.460,  0.028,  0.076, -0.615, -0.197, -0.580,  0.847,  0.006,  0.871,
 -1.535, -2.343, -1.564, -1.892, -0.662, -0.114, -0.225, -0.199,  0.395,
 -1.182, -1.177, -0.153, -0.835,  0.088, -1.958, -1.629, -1.570,  0.182,
 -1.869,  0.344, -0.746, -0.955, -1.553, -0.851, -2.091, -1.588, -0.682,
 -0.542, -0.118,  0.044, -0.705,  0.085, -0.442,  0.918,  0.015,  1.162,
 -1.093, -0.355, -0.837, -0.945,  0.193,  0.388,  0.525, -1.319, -0.671,
  0.919,  0.766,  0.747,  1.588,  2.049,  0.335,  1.052, -0.001,  1.152,
 -0.299, -0.227, -0.576,  2.290,  2.098,  1.893, -1.801, -0.765, -1.660,
  1.868,  2.058,  1.057,  4.206,  3.106,  3.530,  1.366,  2.028,  1.355,
 -0.365, -0.247,  0.525,  1.831,  2.472,  1.036,  0.933,  0.285,  0.754,
  0.116, -0.993, -0.043, -0.772, -0.435, -1.246, -0.480, -0.542,  1.005,
 -0.650, -1.859, -0.806, -1.176, -0.759,  0.129, -1.644, -2.757, -0.271,
 -0.288, -0.057, -0.207, -1.802,  0.319, -0.263,  0.125, -1.021, -0.542,
  2.326,  3.534,  1.281,  2.810,  0.449,  1.339,  4.059,  2.949,  1.027,
  2.714,  1.268, -0.103,  2.412,  1.656,  0.557, -0.303, -0.925, -0.632,
  1.368,  1.205,  0.211, -0.038,  0.480,  0.703,  0.166, -0.344, -0.416,
  0.440,  1.066,  0.680,  2.104,  3.193,  0.807,  0.577,  0.798,  1.148,
  0.204,  0.670, -0.152,  0.500,  2.204,  1.449,  3.176,  0.014,  1.354,
 -0.842, -0.536,  0.117,  0.212, -0.416, -0.584,  1.069,  0.000,  0.039,
  1.360,  0.876,  1.091,  2.453,  1.456,  1.141,  2.055,  0.238,  0.563,
 -0.499,  0.480, -0.515,  1.120,  0.295,  2.724,  1.128,  1.910,  2.017,
 -0.379, -1.333, -0.524,  0.304, -0.305, -0.778,  1.169, -0.362, -1.010,
 -0.171, -0.976, -0.258, -0.140,  1.041,  1.119, -1.145, -1.099, -0.202,
  0.118,  0.236,  0.839,  0.553,  0.762,  1.580,  0.153, -1.803,  0.750,
  0.588,  0.547, -0.249,  0.363,  0.764, -0.455, -0.915,  0.690, -1.152,
 -1.109, -1.788, -1.087, -0.012, -1.294, -0.395,  0.870,  0.943, -0.800,
 -1.827, -2.593, -1.335, -0.610, -0.625, -0.848,  1.037, -0.839,  0.010,
  0.563,  1.313,  1.176, -0.330,  1.173, -0.147,  2.894,  1.558,  1.483,
  1.160,  0.991,  0.892,  1.885,  1.242,  1.002,  1.406,  1.613,  1.080,
 -0.630,  0.947, -0.262, -0.182,  0.666,  1.105, -0.265,  1.506,  0.871,
  0.797,  0.523, -0.388, -0.001,  0.502, -0.896,  0.279, -0.654, -1.246,
 -0.725, -0.530, -0.477, -0.705, -0.142, -0.155, -0.706,  0.122, -0.603,
  0.293,  0.693,  0.731,  1.319,  1.272,  0.145,  0.896,  0.671,  0.019,
  0.482, -0.439,  0.472,  0.074,  1.351, -0.737, -1.036,  0.531, -0.233,
 -0.108, -0.736, -0.373,  0.770, -0.077, -0.194, -1.462, -0.816,  0.139,
  0.401, -0.301, -0.061,  1.688,  0.499,  0.157, -0.257,  0.234,  0.353,
  0.129, -0.649, -0.468, -0.015,  0.208,  0.242, -0.197, -0.384,  0.772,
 -0.965, -1.650, -0.061,  0.324, -0.289,  0.914, -1.905, -2.925, -2.022,
  0.670,  0.996, -0.543, -0.649,  0.453, -0.906,  0.264, -0.212,  0.202,
  0.821,  0.666,  0.296,  1.318,  1.601,  0.986,  0.016, -0.216,  0.884,
  0.684,  0.051, -1.249, -0.390, -0.057,  1.069,  0.027,  1.209,  0.599,
 -2.426, -1.397, -0.685, -1.818, -0.683, -0.560, -0.080,  0.768,  1.115,
 -0.102, -0.673, -0.398, -0.285, -0.494, -0.223, -2.150, -0.395, -0.968,
  0.722, -0.175, -0.527, -1.321,  0.717,  0.041,  0.126,  0.104, -0.035,
  0.172, -0.671, -0.129, -1.999, -1.736, -0.780,  2.071, -0.311, -0.483,
 -2.438, -1.050, -0.827,  1.555, -2.895, -0.169, -1.923, -0.863, -2.007,
  1.888,  2.199,  2.293, -0.574,  0.139, -0.477,  0.695,  1.959,  1.939,
 -1.342, -2.196, -0.586, -2.310, -0.087, -0.239, -0.476, -1.527, -0.955,
  0.875,  2.551,  1.728,  0.383,  2.107,  0.995, -0.266,  1.427, -0.160,
  0.558,  1.498,  0.028,  1.247,  1.014, -0.032,  0.274,  0.318,  0.252,
 -1.237, -1.373, -0.552,  0.033, -0.891, -1.249, -2.683, -1.405, -1.595,
 -1.319, -0.944,  0.562, -1.379, -0.317,  0.849, -1.220,  1.031,  1.114,
 -3.098, -3.488, -3.037, -1.157, -1.464, -1.500, -2.498, -1.723, -1.009,
  1.583,  1.426,  0.527,  2.968,  2.423,  1.439,  0.815,  0.673,  0.265,
  0.303,  0.874,  1.053,  2.024,  0.176, -0.765,  1.237,  0.627,  1.822,
  1.273,  1.293,  0.969,  1.147,  0.670,  0.871,  0.539,  0.175, -0.637,
  0.386,  0.128, -0.665,  0.082,  0.007,  0.708,  0.288, -0.411, -0.039,
  0.600,  1.821,  0.333,  1.710,  2.089,  1.019,  0.819, -0.069,  1.241,
  0.465, -0.369,  0.349,  0.038, -0.660,  0.775, -0.024,  0.782,  1.266,
 -2.018, -1.159, -1.424, -0.737, -2.115, -0.368, -0.903, -0.864, -1.613,
  0.875,  1.327,  0.556,  1.163,  2.334,  0.173, -0.298, -0.603, -0.276,
  0.855, -0.849,  0.419, -0.876, -0.638,  0.579, -0.012,  2.070,  1.230,
 -1.185, -0.035, -0.692, -1.755, -0.877, -0.814, -0.817, -0.895, -0.433,
  0.285,  0.496,  0.148, -1.087, -1.422, -0.521, -0.160,  0.501, -0.171,
 -0.743, -0.209, -0.663, -0.011, -1.194, -1.111, -0.925, -1.762, -1.361,
  0.931,  2.660,  1.207,  0.672,  0.546,  0.473,  1.280,  1.370,  1.373,
 -0.545, -1.225, -1.311,  0.087, -0.451, -0.081, -0.718, -1.218, -0.132,
 -1.789, -1.716, -0.694, -0.685, -0.919,  0.317, -1.854,  0.252, -0.898,
  0.072, -0.333, -0.634, -2.496, -2.614, -1.799,  1.517,  0.796,  1.350,
  2.054,  1.975,  0.441,  3.718,  1.447,  2.083, -0.021, -0.246, -0.944,
 -1.557, -1.014, -0.386,  0.355, -0.596,  1.641, -2.123,  0.417, -0.319,
  0.466,  1.204,  1.149,  0.600,  1.837,  1.781,  0.239,  0.284, -0.155,
 -1.368, -2.102, -1.529, -2.329, -2.177, -1.093,  1.179, -0.218,  0.184,
 -0.408,  0.700, -0.208,  0.652,  1.155,  1.002,  0.409,  0.403,  0.040,
 -1.244, -1.821, -0.446, -3.162, -1.480, -0.110, -0.114,  0.011, -0.789,
 -0.616, -1.013,  0.152,  1.908,  1.252,  0.335, -0.986,  0.824, -0.263,
 -0.881, -1.934, -1.277, -1.653, -0.619, -1.030, -2.650, -2.510, -2.823,
  0.380, -0.591,  1.301, -0.105,  1.070,  0.817, -1.236, -1.360, -0.874,
 -2.129, -1.993, -1.319, -1.847, -0.474, -1.075, -1.221, -0.345, -0.665,
 -2.010, -1.365, -1.306, -1.224,  0.264, -0.803, -1.594, -1.631, -2.082,
  0.819,  1.170,  0.963,  1.523, -0.420,  1.299,  1.386, -0.947,  0.390,
  0.014,  0.848, -0.186,  0.872,  0.367, -0.353, -0.350,  1.076, -0.021,
  1.112,  0.807,  0.951,  1.281, -0.089, -0.221, -0.748, -1.450, -1.632,
  1.256,  1.301,  0.735,  2.585,  1.446,  1.864,  0.374,  0.531,  1.163,
  1.335,  0.134,  1.344,  1.475,  1.976,  0.578,  0.908,  0.118, -1.191,
 -0.919, -0.027, -0.948, -1.592, -2.002, -2.044,  1.641,  1.712,  1.064,
  1.208, -0.749,  0.418,  0.991,  0.106,  1.181, -1.214, -1.586, -0.314,
  0.421, -0.027, -0.006,  0.933,  0.970,  0.184, -0.403,  0.065,  0.543,
  3.124,  1.943,  0.805, -0.207,  1.198,  2.502,  0.505, -0.254, -0.102,
  0.605,  0.368, -0.275,  0.331,  0.112,  0.631,  1.284,  1.636,  0.707,
 -0.025, -0.337,  0.299, -0.260,  0.090,  0.327,  1.488,  0.876,  0.582,
 -1.967,  0.301, -0.240, -1.201, -1.061,  0.510,  0.937,  0.335, -0.261,
  0.434, -0.263,  0.296, -1.677, -1.327, -3.076,  0.958,  0.251,  0.180,
 -0.416, -0.006, -0.376,  0.097,  0.243, -0.701, -1.084, -1.885, -1.727,
  1.068,  0.354,  0.809,  0.550,  0.945,  0.929,  1.016,  0.081, -0.135,
  1.613,  1.272,  0.318,  0.453,  0.561,  2.060,  0.662,  1.932, -0.782,
 -0.624, -1.116, -1.313,  0.441,  0.407, -0.129, -1.098,  0.258,  0.247,
 -1.353, -0.924, -1.895, -0.901,  0.683, -0.247,  0.815, -0.498,  0.085,
 -1.105, -0.446, -0.702, -1.346, -0.112, -0.675,  0.166,  0.006, -0.050,
  0.969, -0.122, -0.013, -1.300, -0.673, -1.501,  1.153,  0.022,  1.024,
 -0.161,  0.768, -0.041, -2.031, -0.572,  0.238, -0.059, -0.000, -0.643,
 -0.710,  0.251, -0.104,  0.561,  2.150, -0.320,  0.265, -0.450,  0.254,
  0.852, -0.391,  0.399,  0.248,  0.864,  0.446, -0.011, -0.693,  1.048,
  0.074,  0.390, -0.564,  0.177, -0.734,  0.779,  0.805, -0.121,  0.298,
 -0.205, -1.056, -0.626, -1.806, -1.185, -1.654,  0.466, -0.557,  1.254,
  0.727,  0.605,  0.582,  0.067,  0.237,  1.073,  0.944, -1.106,  1.058,
  0.980,  0.299,  0.466,  0.268,  0.243, -0.213, -0.505,  1.843,  0.925,
 -1.081, -1.157, -0.711, -0.711, -0.109,  0.694, -1.556, -0.774, -0.957,
 -0.406, -0.898, -0.187,  0.007,  0.428, -1.526,  0.249,  0.063, -0.520,
 -1.718,  0.132,  0.054, -2.228, -1.582, -2.322,  0.192, -0.770,  0.108,
  0.141,  0.727,  0.163,  1.408, -0.009,  1.298, -1.365,  0.350, -0.010,
  2.050,  0.661, -0.359, -0.585, -1.321, -0.271,  0.016,  0.952, -0.649,
 -0.808, -0.706,  0.217, -0.312, -1.751,  0.636,  0.232,  1.346, -0.415,
 -1.024, -1.814, -1.340, -1.095, -1.753, -0.828, -1.257,  0.477, -1.449,
  1.039,  0.250, -0.240, -0.347, -1.536, -1.406,  0.782,  0.065,  1.076,
 -0.002,  0.197,  0.154, -0.052,  0.487,  1.780, -2.208, -1.505, -0.775,
  0.530, -0.220,  0.412, -1.142,  0.526, -0.193,  0.772, -0.343, -0.079,
 -1.874, -0.938, -1.197, -0.626, -0.048, -0.799, -3.982, -2.166, -0.941,
  0.002, -1.137, -0.507,  2.055,  1.311,  1.022, -0.042, -1.079, -0.827,
  0.966, -0.302, -0.501, -1.592, -0.539, -1.539,  0.455, -1.110, -0.071,
  0.255,  0.102, -0.408,  0.341, -1.511, -1.045, -1.059,  0.895, -0.424,
  0.379, -0.328,  0.349, -0.383,  0.675, -0.229,  0.787, -0.582, -0.778,
